Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0002,009021,1986,33.5,28.7,27.6,25.0,20.7,18.3,16.2,17.0,19.8,20.6,25.9,28.6,23.5
IDCJAC0002,009021,1987,30.3,32.8,30.0,26.1,20.8,19.6,18.1,19.1,22.3,22.9,25.4,28.8,24.7
IDCJAC0002,009021,1988,30.2,34.9,31.7,27.1,21.5,19.2,18.0,18.6,20.3,21.9,26.1,29.0,24.9
IDCJAC0002,009021,1989,32.1,32.0,30.9,25.7,22.4,18.5,16.8,18.8,20.0,20.1,27.3,27.4,24.3
IDCJAC0002,009021,1990,29.1,31.1,28.9,24.5,20.9,17.8,17.0,17.0,21.2,21.0,25.3,28.0,23.5
IDCJAC0002,009021,1991,32.9,31.8,29.0,27.3,21.6,18.9,17.8,18.8,19.5,23.7,23.3,29.0,24.5
IDCJAC0002,009021,1992,33.5,29.7,27.2,25.6,20.5,19.0,18.8,17.4,18.2,22.6,24.3,28.2,23.8
IDCJAC0002,009021,1993,32.1,30.9,27.7,24.6,21.3,18.0,17.5,17.9,19.9,20.6,26.4,30.4,23.9
IDCJAC0002,009021,1994,30.9,30.2,31.6,28.0,23.3,18.6,18.6,19.5,21.4,23.1,27.7,31.0,25.3
IDCJAC0002,009021,1995,32.7,32.7,31.6,25.8,21.1,17.8,17.8,19.1,20.4,23.2,24.6,28.1,24.6
IDCJAC0002,009021,1996,31.5,35.7,29.1,26.6,23.7,19.5,18.2,18.2,19.8,23.6,25.8,28.1,25.0
IDCJAC0002,009021,1997,33.7,32.4,28.4,26.1,20.9,19.5,18.4,18.4,20.1,23.6,26.1,31.5,24.9
IDCJAC0002,009021,1998,32.6,33.0,31.7,25.7,24.2,18.6,17.1,19.9,19.8,23.3,27.0,30.1,25.3
IDCJAC0002,009021,1999,31.6,33.9,28.9,29.0,22.2,19.7,19.3,19.1,20.7,22.7,28.2,32.4,25.6
IDCJAC0002,009021,2000,30.7,32.2,29.5,26.2,22.4,20.0,18.4,18.1,21.5,24.9,27.3,31.4,25.2
IDCJAC0002,009021,2001,31.3,31.3,30.1,27.3,21.8,20.3,19.0,18.8,20.1,22.6,27.9,27.6,24.8
IDCJAC0002,009021,2002,31.8,31.7,30.1,25.4,23.5,19.5,19.1,19.2,20.5,22.8,27.8,31.4,25.2
IDCJAC0002,009021,2003,32.1,32.1,31.2,26.2,24.2,19.5,18.2,18.7,20.2,22.8,28.4,29.6,25.3
IDCJAC0002,009021,2004,32.4,32.9,30.0,27.4,21.8,20.0,18.2,17.9,20.7,23.6,26.2,31.3,25.2
IDCJAC0002,009021,2005,32.0,31.4,31.2,25.2,23.6,18.2,18.8,18.8,19.5,21.1,25.6,24.7,24.2
IDCJAC0002,009021,2006,29.9,32.2,30.9,23.8,22.9,20.3,19.1,20.6,20.9,24.7,28.1,31.5,25.4
IDCJAC0002,009021,2007,30.4,31.4,30.9,25.7,21.2,19.9,19.7,19.3,20.4,23.2,29.0,28.4,25.0
IDCJAC0002,009021,2008,33.8,32.7,30.0,24.3,22.7,19.7,17.9,19.4,20.5,24.1,23.9,28.6,24.8
IDCJAC0002,009021,2009,33.6,32.5,29.5,28.1,24.3,19.1,18.0,19.1,18.7,24.2,27.4,32.0,25.5
IDCJAC0002,009021,2010,35.0,33.1,31.1,25.7,22.2,19.3,18.3,19.5,22.1,25.1,30.3,30.5,26.0
IDCJAC0002,009021,2011,33.7,34.9,32.8,27.9,23.6,19.7,18.4,20.2,20.5,24.4,26.1,30.6,26.1
IDCJAC0002,009021,2012,33.4,31.3,31.6,26.4,23.0,19.3,19.2,20.0,21.4,24.9,26.1,31.4,25.7
IDCJAC0002,009021,2013,32.3,34.6,28.4,28.7,21.7,19.9,18.7,20.3,20.1,24.1,29.5,31.1,25.8
IDCJAC0002,009021,2014,32.9,33.7,30.8,26.9,21.3,19.6,18.4,21.5,22.1,24.9,26.4,29.7,25.7
IDCJAC0002,009021,2015,33.8,33.1,29.9,25.7,21.4,21.0,18.7,19.4,22.8,27.0,29.0,30.1,26.0
IDCJAC0002,009021,2016,32.4,32.8,30.0,25.0,20.8,18.5,17.7,17.5,18.5,22.0,28.3,29.3,24.4
IDCJAC0002,009021,2017,32.0,30.3,28.3,27.5,22.9,21.5,18.1,18.8,20.8,23.2,30.0,30.6,25.3
IDCJAC0002,009021,2018,31.7,30.8,30.5,26.5,24.2,19.3,19.1,18.5,20.6,23.8,25.7,30.3,25.1
IDCJAC0002,009021,2019,31.3,32.2,31.0,26.0,22.5,19.6,19.3,20.2,23.1,24.7,29.8,33.9,26.1
IDCJAC0002,009021,2020,31.6,33.0,30.3,26.9,22.1,21.3,19.4,19.2,21.7,25.6,25.0,32.4,25.7
IDCJAC0002,009021,2021,33.6,30.8,30.4,27.3,22.4,18.8,18.3,19.5,21.6,21.8,26.8,32.5,25.3
IDCJAC0002,009021,2022,34.6,35.1,30.5,26.0,22.2,19.9,19.0,18.5,null,null,null,null,null
