Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,009021,1952,08,18.6,Y
IDCJAC0002,009021,1952,09,19.4,Y
IDCJAC0002,009021,1952,10,21.5,Y
IDCJAC0002,009021,1952,11,23.8,Y
IDCJAC0002,009021,1952,12,25.7,Y
IDCJAC0002,009021,1953,01,30.4,Y
IDCJAC0002,009021,1953,02,29.3,Y
IDCJAC0002,009021,1953,03,28.8,Y
IDCJAC0002,009021,1953,04,25.3,Y
IDCJAC0002,009021,1953,05,21.3,Y
IDCJAC0002,009021,1953,06,17.8,Y
IDCJAC0002,009021,1953,07,17.5,Y
IDCJAC0002,009021,1953,08,18.1,Y
IDCJAC0002,009021,1953,09,20.9,Y
IDCJAC0002,009021,1953,10,20.7,Y
IDCJAC0002,009021,1953,11,24.2,Y
IDCJAC0002,009021,1953,12,26.8,Y
IDCJAC0002,009021,1954,01,31.0,Y
IDCJAC0002,009021,1954,02,31.9,Y
IDCJAC0002,009021,1954,03,27.9,Y
IDCJAC0002,009021,1954,04,24.2,Y
IDCJAC0002,009021,1954,05,20.8,Y
IDCJAC0002,009021,1954,06,18.3,Y
IDCJAC0002,009021,1954,07,17.8,Y
IDCJAC0002,009021,1954,08,18.3,Y
IDCJAC0002,009021,1954,09,21.4,Y
IDCJAC0002,009021,1954,10,23.9,Y
IDCJAC0002,009021,1954,11,22.3,Y
IDCJAC0002,009021,1954,12,27.9,Y
IDCJAC0002,009021,1955,01,31.9,Y
IDCJAC0002,009021,1955,02,32.0,Y
IDCJAC0002,009021,1955,03,29.7,Y
IDCJAC0002,009021,1955,04,23.8,Y
IDCJAC0002,009021,1955,05,19.8,Y
IDCJAC0002,009021,1955,06,17.0,Y
IDCJAC0002,009021,1955,07,17.6,Y
IDCJAC0002,009021,1955,08,17.3,Y
IDCJAC0002,009021,1955,09,19.2,Y
IDCJAC0002,009021,1955,10,19.7,Y
IDCJAC0002,009021,1955,11,24.6,Y
IDCJAC0002,009021,1955,12,28.5,Y
IDCJAC0002,009021,1956,01,33.8,Y
IDCJAC0002,009021,1956,02,31.4,Y
IDCJAC0002,009021,1956,03,30.1,Y
IDCJAC0002,009021,1956,04,24.3,Y
IDCJAC0002,009021,1956,05,19.4,Y
IDCJAC0002,009021,1956,06,16.9,Y
IDCJAC0002,009021,1956,07,16.7,Y
IDCJAC0002,009021,1956,08,17.5,Y
IDCJAC0002,009021,1956,09,20.6,Y
IDCJAC0002,009021,1956,10,21.0,Y
IDCJAC0002,009021,1956,11,25.9,Y
IDCJAC0002,009021,1956,12,27.1,Y
IDCJAC0002,009021,1957,01,31.5,Y
IDCJAC0002,009021,1957,02,31.1,Y
IDCJAC0002,009021,1957,03,29.0,Y
IDCJAC0002,009021,1957,04,24.4,Y
IDCJAC0002,009021,1957,05,22.3,Y
IDCJAC0002,009021,1957,06,18.5,Y
IDCJAC0002,009021,1957,07,16.8,Y
IDCJAC0002,009021,1957,08,18.6,Y
IDCJAC0002,009021,1957,09,19.8,Y
IDCJAC0002,009021,1957,10,23.0,Y
IDCJAC0002,009021,1957,11,27.0,Y
IDCJAC0002,009021,1957,12,29.6,Y
IDCJAC0002,009021,1958,01,33.1,Y
IDCJAC0002,009021,1958,02,31.5,Y
IDCJAC0002,009021,1958,03,30.1,Y
IDCJAC0002,009021,1958,04,25.3,Y
IDCJAC0002,009021,1958,05,21.9,Y
IDCJAC0002,009021,1958,06,18.8,Y
IDCJAC0002,009021,1958,07,16.8,Y
IDCJAC0002,009021,1958,08,18.3,Y
IDCJAC0002,009021,1958,09,19.4,Y
IDCJAC0002,009021,1958,10,21.3,Y
IDCJAC0002,009021,1958,11,27.2,Y
IDCJAC0002,009021,1958,12,31.3,Y
IDCJAC0002,009021,1959,01,30.1,Y
IDCJAC0002,009021,1959,02,31.8,Y
IDCJAC0002,009021,1959,03,30.4,Y
IDCJAC0002,009021,1959,04,24.6,Y
IDCJAC0002,009021,1959,05,22.6,Y
IDCJAC0002,009021,1959,06,19.7,Y
IDCJAC0002,009021,1959,07,19.7,Y
IDCJAC0002,009021,1959,08,20.2,Y
IDCJAC0002,009021,1959,09,21.0,Y
IDCJAC0002,009021,1959,10,22.3,Y
IDCJAC0002,009021,1959,11,26.4,Y
IDCJAC0002,009021,1959,12,27.8,Y
IDCJAC0002,009021,1960,01,28.2,Y
IDCJAC0002,009021,1960,02,31.2,Y
IDCJAC0002,009021,1960,03,26.6,Y
IDCJAC0002,009021,1960,04,23.6,Y
IDCJAC0002,009021,1960,05,19.9,Y
IDCJAC0002,009021,1960,06,18.2,Y
IDCJAC0002,009021,1960,07,16.4,Y
IDCJAC0002,009021,1960,08,17.7,Y
IDCJAC0002,009021,1960,09,19.7,Y
IDCJAC0002,009021,1960,10,23.7,Y
IDCJAC0002,009021,1960,11,26.7,Y
IDCJAC0002,009021,1960,12,30.2,Y
IDCJAC0002,009021,1961,01,34.3,Y
IDCJAC0002,009021,1961,02,32.6,Y
IDCJAC0002,009021,1961,03,29.6,Y
IDCJAC0002,009021,1961,04,22.8,Y
IDCJAC0002,009021,1961,05,23.0,Y
IDCJAC0002,009021,1961,06,19.2,Y
IDCJAC0002,009021,1961,07,17.6,Y
IDCJAC0002,009021,1961,08,18.3,Y
IDCJAC0002,009021,1961,09,21.8,Y
IDCJAC0002,009021,1961,10,23.8,Y
IDCJAC0002,009021,1961,11,27.5,Y
IDCJAC0002,009021,1961,12,29.6,Y
IDCJAC0002,009021,1962,01,35.6,Y
IDCJAC0002,009021,1962,02,32.6,Y
IDCJAC0002,009021,1962,03,28.1,Y
IDCJAC0002,009021,1962,04,27.2,Y
IDCJAC0002,009021,1962,05,23.7,Y
IDCJAC0002,009021,1962,06,19.5,Y
IDCJAC0002,009021,1962,07,17.9,Y
IDCJAC0002,009021,1962,08,19.3,Y
IDCJAC0002,009021,1962,09,19.9,Y
IDCJAC0002,009021,1962,10,20.4,Y
IDCJAC0002,009021,1962,11,25.1,Y
IDCJAC0002,009021,1962,12,30.3,Y
IDCJAC0002,009021,1963,01,31.5,Y
IDCJAC0002,009021,1963,02,31.2,Y
IDCJAC0002,009021,1963,03,30.5,Y
IDCJAC0002,009021,1963,04,25.5,Y
IDCJAC0002,009021,1963,05,20.4,Y
IDCJAC0002,009021,1963,06,17.6,Y
IDCJAC0002,009021,1963,07,17.0,Y
IDCJAC0002,009021,1963,08,18.0,Y
IDCJAC0002,009021,1963,09,20.0,Y
IDCJAC0002,009021,1963,10,23.6,Y
IDCJAC0002,009021,1963,11,26.7,Y
IDCJAC0002,009021,1963,12,28.7,Y
IDCJAC0002,009021,1964,01,30.6,Y
IDCJAC0002,009021,1964,02,30.4,Y
IDCJAC0002,009021,1964,03,29.2,Y
IDCJAC0002,009021,1964,04,22.7,Y
IDCJAC0002,009021,1964,05,21.4,Y
IDCJAC0002,009021,1964,06,19.2,Y
IDCJAC0002,009021,1964,07,17.4,Y
IDCJAC0002,009021,1964,08,18.5,Y
IDCJAC0002,009021,1964,09,18.2,Y
IDCJAC0002,009021,1964,10,20.0,Y
IDCJAC0002,009021,1964,11,24.2,Y
IDCJAC0002,009021,1964,12,27.4,Y
IDCJAC0002,009021,1965,01,32.1,Y
IDCJAC0002,009021,1965,02,30.7,Y
IDCJAC0002,009021,1965,03,29.2,Y
IDCJAC0002,009021,1965,04,25.9,Y
IDCJAC0002,009021,1965,05,20.5,Y
IDCJAC0002,009021,1965,06,18.1,Y
IDCJAC0002,009021,1965,07,17.2,Y
IDCJAC0002,009021,1965,08,17.5,Y
IDCJAC0002,009021,1965,09,19.1,Y
IDCJAC0002,009021,1965,10,22.2,Y
IDCJAC0002,009021,1965,11,23.5,Y
IDCJAC0002,009021,1965,12,29.8,Y
IDCJAC0002,009021,1966,01,31.1,Y
IDCJAC0002,009021,1966,02,29.5,Y
IDCJAC0002,009021,1966,03,28.6,Y
IDCJAC0002,009021,1966,04,23.1,Y
IDCJAC0002,009021,1966,05,21.4,Y
IDCJAC0002,009021,1966,06,17.4,Y
IDCJAC0002,009021,1966,07,17.1,Y
IDCJAC0002,009021,1966,08,18.1,Y
IDCJAC0002,009021,1966,09,18.1,Y
IDCJAC0002,009021,1966,10,22.1,Y
IDCJAC0002,009021,1966,11,25.8,Y
IDCJAC0002,009021,1966,12,28.8,Y
IDCJAC0002,009021,1967,01,31.6,Y
IDCJAC0002,009021,1967,02,33.1,Y
IDCJAC0002,009021,1967,03,28.5,Y
IDCJAC0002,009021,1967,04,25.1,Y
IDCJAC0002,009021,1967,05,20.6,Y
IDCJAC0002,009021,1967,06,19.5,Y
IDCJAC0002,009021,1967,07,16.9,Y
IDCJAC0002,009021,1967,08,17.3,Y
IDCJAC0002,009021,1967,09,21.0,Y
IDCJAC0002,009021,1967,10,23.6,Y
IDCJAC0002,009021,1967,11,25.3,Y
IDCJAC0002,009021,1967,12,28.4,Y
IDCJAC0002,009021,1968,01,30.5,Y
IDCJAC0002,009021,1968,02,29.1,Y
IDCJAC0002,009021,1968,03,26.1,Y
IDCJAC0002,009021,1968,04,21.2,Y
IDCJAC0002,009021,1968,05,19.7,Y
IDCJAC0002,009021,1968,06,17.4,Y
IDCJAC0002,009021,1968,07,17.4,Y
IDCJAC0002,009021,1968,08,16.3,Y
IDCJAC0002,009021,1968,09,18.3,Y
IDCJAC0002,009021,1968,10,21.4,Y
IDCJAC0002,009021,1968,11,23.7,Y
IDCJAC0002,009021,1968,12,28.2,Y
IDCJAC0002,009021,1969,01,28.7,Y
IDCJAC0002,009021,1969,02,31.6,Y
IDCJAC0002,009021,1969,03,28.1,Y
IDCJAC0002,009021,1969,04,25.0,Y
IDCJAC0002,009021,1969,05,20.9,Y
IDCJAC0002,009021,1969,06,19.2,Y
IDCJAC0002,009021,1969,07,18.1,Y
IDCJAC0002,009021,1969,08,18.2,Y
IDCJAC0002,009021,1969,09,20.0,Y
IDCJAC0002,009021,1969,10,26.6,Y
IDCJAC0002,009021,1969,11,27.4,Y
IDCJAC0002,009021,1969,12,29.4,Y
IDCJAC0002,009021,1970,01,29.3,Y
IDCJAC0002,009021,1970,02,32.3,Y
IDCJAC0002,009021,1970,03,29.9,Y
IDCJAC0002,009021,1970,04,23.8,Y
IDCJAC0002,009021,1970,05,20.9,Y
IDCJAC0002,009021,1970,06,18.3,Y
IDCJAC0002,009021,1970,07,18.6,Y
IDCJAC0002,009021,1970,08,18.2,Y
IDCJAC0002,009021,1970,09,19.1,Y
IDCJAC0002,009021,1970,10,22.6,Y
IDCJAC0002,009021,1970,11,25.0,Y
IDCJAC0002,009021,1970,12,30.0,Y
IDCJAC0002,009021,1971,01,29.4,Y
IDCJAC0002,009021,1971,02,29.6,Y
IDCJAC0002,009021,1971,03,28.4,Y
IDCJAC0002,009021,1971,04,24.2,Y
IDCJAC0002,009021,1971,05,21.2,Y
IDCJAC0002,009021,1971,06,19.4,Y
IDCJAC0002,009021,1971,07,18.3,Y
IDCJAC0002,009021,1971,08,17.7,Y
IDCJAC0002,009021,1971,09,18.2,Y
IDCJAC0002,009021,1971,10,20.1,Y
IDCJAC0002,009021,1971,11,22.1,Y
IDCJAC0002,009021,1971,12,28.1,Y
IDCJAC0002,009021,1972,01,32.7,Y
IDCJAC0002,009021,1972,02,34.9,Y
IDCJAC0002,009021,1972,03,31.0,Y
IDCJAC0002,009021,1972,04,26.3,Y
IDCJAC0002,009021,1972,05,24.4,Y
IDCJAC0002,009021,1972,06,19.5,Y
IDCJAC0002,009021,1972,07,17.5,Y
IDCJAC0002,009021,1972,08,17.5,Y
IDCJAC0002,009021,1972,09,20.5,Y
IDCJAC0002,009021,1972,10,22.9,Y
IDCJAC0002,009021,1972,11,28.1,Y
IDCJAC0002,009021,1972,12,31.6,Y
IDCJAC0002,009021,1973,01,32.2,Y
IDCJAC0002,009021,1973,02,30.2,Y
IDCJAC0002,009021,1973,03,29.6,Y
IDCJAC0002,009021,1973,04,25.2,Y
IDCJAC0002,009021,1973,05,20.9,Y
IDCJAC0002,009021,1973,06,17.0,Y
IDCJAC0002,009021,1973,07,17.7,Y
IDCJAC0002,009021,1973,08,17.7,Y
IDCJAC0002,009021,1973,09,18.7,Y
IDCJAC0002,009021,1973,10,22.0,Y
IDCJAC0002,009021,1973,11,26.1,Y
IDCJAC0002,009021,1973,12,28.7,Y
IDCJAC0002,009021,1974,01,34.2,Y
IDCJAC0002,009021,1974,02,31.1,Y
IDCJAC0002,009021,1974,03,30.8,Y
IDCJAC0002,009021,1974,04,23.8,Y
IDCJAC0002,009021,1974,05,20.6,Y
IDCJAC0002,009021,1974,06,18.6,Y
IDCJAC0002,009021,1974,07,17.2,Y
IDCJAC0002,009021,1974,08,18.2,Y
IDCJAC0002,009021,1974,09,21.2,Y
IDCJAC0002,009021,1974,10,21.0,Y
IDCJAC0002,009021,1974,11,24.7,Y
IDCJAC0002,009021,1974,12,29.5,Y
IDCJAC0002,009021,1975,01,30.2,Y
IDCJAC0002,009021,1975,02,34.5,Y
IDCJAC0002,009021,1975,03,28.4,Y
IDCJAC0002,009021,1975,04,24.0,Y
IDCJAC0002,009021,1975,05,21.8,Y
IDCJAC0002,009021,1975,06,19.4,Y
IDCJAC0002,009021,1975,07,18.2,Y
IDCJAC0002,009021,1975,08,18.3,Y
IDCJAC0002,009021,1975,09,19.9,Y
IDCJAC0002,009021,1975,10,22.0,Y
IDCJAC0002,009021,1975,11,24.9,Y
IDCJAC0002,009021,1975,12,30.7,Y
IDCJAC0002,009021,1976,01,30.8,Y
IDCJAC0002,009021,1976,02,33.8,Y
IDCJAC0002,009021,1976,03,31.0,Y
IDCJAC0002,009021,1976,04,26.5,Y
IDCJAC0002,009021,1976,05,22.9,Y
IDCJAC0002,009021,1976,06,19.6,Y
IDCJAC0002,009021,1976,07,19.5,Y
IDCJAC0002,009021,1976,08,18.8,Y
IDCJAC0002,009021,1976,09,20.7,Y
IDCJAC0002,009021,1976,10,23.5,Y
IDCJAC0002,009021,1976,11,24.0,Y
IDCJAC0002,009021,1976,12,28.4,Y
IDCJAC0002,009021,1977,01,32.1,Y
IDCJAC0002,009021,1977,02,33.7,Y
IDCJAC0002,009021,1977,03,28.3,Y
IDCJAC0002,009021,1977,04,27.8,Y
IDCJAC0002,009021,1977,05,21.0,Y
IDCJAC0002,009021,1977,06,19.5,Y
IDCJAC0002,009021,1977,07,19.4,Y
IDCJAC0002,009021,1977,08,18.9,Y
IDCJAC0002,009021,1977,09,19.9,Y
IDCJAC0002,009021,1977,10,22.7,Y
IDCJAC0002,009021,1977,11,26.3,Y
IDCJAC0002,009021,1977,12,31.6,Y
IDCJAC0002,009021,1978,01,34.0,Y
IDCJAC0002,009021,1978,02,33.0,Y
IDCJAC0002,009021,1978,03,32.0,Y
IDCJAC0002,009021,1978,04,28.0,Y
IDCJAC0002,009021,1978,05,21.6,Y
IDCJAC0002,009021,1978,06,18.0,Y
IDCJAC0002,009021,1978,07,16.9,Y
IDCJAC0002,009021,1978,08,19.4,Y
IDCJAC0002,009021,1978,09,19.2,Y
IDCJAC0002,009021,1978,10,23.1,Y
IDCJAC0002,009021,1978,11,27.1,Y
IDCJAC0002,009021,1978,12,29.7,Y
IDCJAC0002,009021,1979,01,31.0,Y
IDCJAC0002,009021,1979,02,31.6,Y
IDCJAC0002,009021,1979,03,29.7,Y
IDCJAC0002,009021,1979,04,24.5,Y
IDCJAC0002,009021,1979,05,21.1,Y
IDCJAC0002,009021,1979,06,19.2,Y
IDCJAC0002,009021,1979,07,18.2,Y
IDCJAC0002,009021,1979,08,17.5,Y
IDCJAC0002,009021,1979,09,19.1,Y
IDCJAC0002,009021,1979,10,22.9,Y
IDCJAC0002,009021,1979,11,25.6,Y
IDCJAC0002,009021,1979,12,30.6,Y
IDCJAC0002,009021,1980,01,34.0,Y
IDCJAC0002,009021,1980,02,31.9,Y
IDCJAC0002,009021,1980,03,31.1,Y
IDCJAC0002,009021,1980,04,23.5,Y
IDCJAC0002,009021,1980,05,22.0,Y
IDCJAC0002,009021,1980,06,17.8,Y
IDCJAC0002,009021,1980,07,17.5,Y
IDCJAC0002,009021,1980,08,18.7,Y
IDCJAC0002,009021,1980,09,19.7,Y
IDCJAC0002,009021,1980,10,20.5,Y
IDCJAC0002,009021,1980,11,24.4,Y
IDCJAC0002,009021,1980,12,28.0,Y
IDCJAC0002,009021,1981,01,33.4,Y
IDCJAC0002,009021,1981,02,29.4,Y
IDCJAC0002,009021,1981,03,29.9,Y
IDCJAC0002,009021,1981,04,26.6,Y
IDCJAC0002,009021,1981,05,22.2,Y
IDCJAC0002,009021,1981,06,16.8,Y
IDCJAC0002,009021,1981,07,17.3,Y
IDCJAC0002,009021,1981,08,17.6,Y
IDCJAC0002,009021,1981,09,20.7,Y
IDCJAC0002,009021,1981,10,23.0,Y
IDCJAC0002,009021,1981,11,23.4,Y
IDCJAC0002,009021,1981,12,27.9,Y
IDCJAC0002,009021,1982,01,29.4,Y
IDCJAC0002,009021,1982,02,32.6,Y
IDCJAC0002,009021,1982,03,28.4,Y
IDCJAC0002,009021,1982,04,26.0,Y
IDCJAC0002,009021,1982,05,21.2,Y
IDCJAC0002,009021,1982,06,18.5,Y
IDCJAC0002,009021,1982,07,17.7,Y
IDCJAC0002,009021,1982,08,19.3,Y
IDCJAC0002,009021,1982,09,20.4,Y
IDCJAC0002,009021,1982,10,23.7,Y
IDCJAC0002,009021,1982,11,28.2,Y
IDCJAC0002,009021,1982,12,28.5,Y
IDCJAC0002,009021,1983,01,33.0,Y
IDCJAC0002,009021,1983,02,29.5,Y
IDCJAC0002,009021,1983,03,31.9,Y
IDCJAC0002,009021,1983,04,25.8,Y
IDCJAC0002,009021,1983,05,23.3,Y
IDCJAC0002,009021,1983,06,20.7,Y
IDCJAC0002,009021,1983,07,18.5,Y
IDCJAC0002,009021,1983,08,19.6,Y
IDCJAC0002,009021,1983,09,21.0,Y
IDCJAC0002,009021,1983,10,24.2,Y
IDCJAC0002,009021,1983,11,25.4,Y
IDCJAC0002,009021,1983,12,28.6,Y
IDCJAC0002,009021,1984,01,32.4,Y
IDCJAC0002,009021,1984,02,33.1,Y
IDCJAC0002,009021,1984,03,27.8,Y
IDCJAC0002,009021,1984,04,26.5,Y
IDCJAC0002,009021,1984,05,20.5,Y
IDCJAC0002,009021,1984,06,19.8,Y
IDCJAC0002,009021,1984,07,17.0,Y
IDCJAC0002,009021,1984,08,17.6,Y
IDCJAC0002,009021,1984,09,19.9,Y
IDCJAC0002,009021,1984,10,22.9,Y
IDCJAC0002,009021,1984,11,25.6,Y
IDCJAC0002,009021,1984,12,26.0,Y
IDCJAC0002,009021,1985,01,30.2,Y
IDCJAC0002,009021,1985,02,36.3,Y
IDCJAC0002,009021,1985,03,31.3,Y
IDCJAC0002,009021,1985,04,24.9,Y
IDCJAC0002,009021,1985,05,22.5,Y
IDCJAC0002,009021,1985,06,19.9,Y
IDCJAC0002,009021,1985,07,18.2,Y
IDCJAC0002,009021,1985,08,18.1,Y
IDCJAC0002,009021,1985,09,21.1,Y
IDCJAC0002,009021,1985,10,22.5,Y
IDCJAC0002,009021,1985,11,26.4,Y
IDCJAC0002,009021,1985,12,26.7,Y
IDCJAC0002,009021,1986,01,33.5,Y
IDCJAC0002,009021,1986,02,28.7,Y
IDCJAC0002,009021,1986,03,27.6,Y
IDCJAC0002,009021,1986,04,25.0,Y
IDCJAC0002,009021,1986,05,20.7,Y
IDCJAC0002,009021,1986,06,18.3,Y
IDCJAC0002,009021,1986,07,16.2,Y
IDCJAC0002,009021,1986,08,17.0,Y
IDCJAC0002,009021,1986,09,19.8,Y
IDCJAC0002,009021,1986,10,20.6,Y
IDCJAC0002,009021,1986,11,25.9,Y
IDCJAC0002,009021,1986,12,28.6,Y
IDCJAC0002,009021,1987,01,30.3,Y
IDCJAC0002,009021,1987,02,32.8,Y
IDCJAC0002,009021,1987,03,30.0,Y
IDCJAC0002,009021,1987,04,26.1,Y
IDCJAC0002,009021,1987,05,20.8,Y
IDCJAC0002,009021,1987,06,19.6,Y
IDCJAC0002,009021,1987,07,18.1,Y
IDCJAC0002,009021,1987,08,19.1,Y
IDCJAC0002,009021,1987,09,22.3,Y
IDCJAC0002,009021,1987,10,22.9,Y
IDCJAC0002,009021,1987,11,25.4,Y
IDCJAC0002,009021,1987,12,28.8,Y
IDCJAC0002,009021,1988,01,30.2,Y
IDCJAC0002,009021,1988,02,34.9,Y
IDCJAC0002,009021,1988,03,31.7,Y
IDCJAC0002,009021,1988,04,27.1,Y
IDCJAC0002,009021,1988,05,21.5,Y
IDCJAC0002,009021,1988,06,19.2,Y
IDCJAC0002,009021,1988,07,18.0,Y
IDCJAC0002,009021,1988,08,18.6,Y
IDCJAC0002,009021,1988,09,20.3,Y
IDCJAC0002,009021,1988,10,21.9,Y
IDCJAC0002,009021,1988,11,26.1,Y
IDCJAC0002,009021,1988,12,29.0,Y
IDCJAC0002,009021,1989,01,32.1,Y
IDCJAC0002,009021,1989,02,32.0,Y
IDCJAC0002,009021,1989,03,30.9,Y
IDCJAC0002,009021,1989,04,25.7,Y
IDCJAC0002,009021,1989,05,22.4,Y
IDCJAC0002,009021,1989,06,18.5,Y
IDCJAC0002,009021,1989,07,16.8,Y
IDCJAC0002,009021,1989,08,18.8,Y
IDCJAC0002,009021,1989,09,20.0,Y
IDCJAC0002,009021,1989,10,20.1,Y
IDCJAC0002,009021,1989,11,27.3,Y
IDCJAC0002,009021,1989,12,27.4,Y
IDCJAC0002,009021,1990,01,29.1,Y
IDCJAC0002,009021,1990,02,31.1,Y
IDCJAC0002,009021,1990,03,28.9,Y
IDCJAC0002,009021,1990,04,24.5,Y
IDCJAC0002,009021,1990,05,20.9,Y
IDCJAC0002,009021,1990,06,17.8,Y
IDCJAC0002,009021,1990,07,17.0,Y
IDCJAC0002,009021,1990,08,17.0,Y
IDCJAC0002,009021,1990,09,21.2,Y
IDCJAC0002,009021,1990,10,21.0,Y
IDCJAC0002,009021,1990,11,25.3,Y
IDCJAC0002,009021,1990,12,28.0,Y
IDCJAC0002,009021,1991,01,32.9,Y
IDCJAC0002,009021,1991,02,31.8,Y
IDCJAC0002,009021,1991,03,29.0,Y
IDCJAC0002,009021,1991,04,27.3,Y
IDCJAC0002,009021,1991,05,21.6,Y
IDCJAC0002,009021,1991,06,18.9,Y
IDCJAC0002,009021,1991,07,17.8,Y
IDCJAC0002,009021,1991,08,18.8,Y
IDCJAC0002,009021,1991,09,19.5,Y
IDCJAC0002,009021,1991,10,23.7,Y
IDCJAC0002,009021,1991,11,23.3,Y
IDCJAC0002,009021,1991,12,29.0,Y
IDCJAC0002,009021,1992,01,33.5,Y
IDCJAC0002,009021,1992,02,29.7,Y
IDCJAC0002,009021,1992,03,27.2,Y
IDCJAC0002,009021,1992,04,25.6,Y
IDCJAC0002,009021,1992,05,20.5,Y
IDCJAC0002,009021,1992,06,19.0,Y
IDCJAC0002,009021,1992,07,18.8,Y
IDCJAC0002,009021,1992,08,17.4,Y
IDCJAC0002,009021,1992,09,18.2,Y
