Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,008050,1929,02,29.0,Y
IDCJAC0002,008050,1929,03,29.7,Y
IDCJAC0002,008050,1929,04,25.9,Y
IDCJAC0002,008050,1929,05,22.4,Y
IDCJAC0002,008050,1929,06,20.0,Y
IDCJAC0002,008050,1929,07,18.7,Y
IDCJAC0002,008050,1929,08,19.9,Y
IDCJAC0002,008050,1929,09,21.6,Y
IDCJAC0002,008050,1929,10,22.7,Y
IDCJAC0002,008050,1929,11,23.5,Y
IDCJAC0002,008050,1929,12,27.8,Y
IDCJAC0002,008050,1930,01,28.1,Y
IDCJAC0002,008050,1930,02,27.3,Y
IDCJAC0002,008050,1930,03,29.9,Y
IDCJAC0002,008050,1930,04,26.4,Y
IDCJAC0002,008050,1930,05,23.8,Y
IDCJAC0002,008050,1930,06,21.4,Y
IDCJAC0002,008050,1930,07,20.0,Y
IDCJAC0002,008050,1930,08,20.5,Y
IDCJAC0002,008050,1930,09,22.5,Y
IDCJAC0002,008050,1930,10,23.1,Y
IDCJAC0002,008050,1930,11,25.0,Y
IDCJAC0002,008050,1930,12,26.7,Y
IDCJAC0002,008050,1931,01,31.2,Y
IDCJAC0002,008050,1931,02,27.9,Y
IDCJAC0002,008050,1931,03,29.8,Y
IDCJAC0002,008050,1931,04,26.0,Y
IDCJAC0002,008050,1931,05,21.2,Y
IDCJAC0002,008050,1931,06,18.8,Y
IDCJAC0002,008050,1931,07,19.4,Y
IDCJAC0002,008050,1931,08,19.9,Y
IDCJAC0002,008050,1931,09,20.2,Y
IDCJAC0002,008050,1931,10,24.6,Y
IDCJAC0002,008050,1931,11,27.9,Y
IDCJAC0002,008050,1931,12,31.5,Y
IDCJAC0002,008050,1932,01,29.4,Y
IDCJAC0002,008050,1932,02,31.1,Y
IDCJAC0002,008050,1932,03,28.8,Y
IDCJAC0002,008050,1932,04,26.2,Y
IDCJAC0002,008050,1932,05,24.5,Y
IDCJAC0002,008050,1932,06,20.8,Y
IDCJAC0002,008050,1932,07,20.0,Y
IDCJAC0002,008050,1932,08,19.4,Y
IDCJAC0002,008050,1932,09,21.3,Y
IDCJAC0002,008050,1932,10,24.1,Y
IDCJAC0002,008050,1932,11,25.3,Y
IDCJAC0002,008050,1932,12,27.7,Y
IDCJAC0002,008050,1933,01,29.5,Y
IDCJAC0002,008050,1933,02,30.9,Y
IDCJAC0002,008050,1933,03,28.8,Y
IDCJAC0002,008050,1933,04,28.6,Y
IDCJAC0002,008050,1933,05,23.2,Y
IDCJAC0002,008050,1933,06,21.4,Y
IDCJAC0002,008050,1933,07,19.5,Y
IDCJAC0002,008050,1933,08,20.8,Y
IDCJAC0002,008050,1933,09,22.5,Y
IDCJAC0002,008050,1933,10,23.2,Y
IDCJAC0002,008050,1933,11,29.1,Y
IDCJAC0002,008050,1933,12,29.3,Y
IDCJAC0002,008050,1934,01,30.2,Y
IDCJAC0002,008050,1934,02,30.9,Y
IDCJAC0002,008050,1934,03,29.7,Y
IDCJAC0002,008050,1934,04,25.6,Y
IDCJAC0002,008050,1934,05,25.3,Y
IDCJAC0002,008050,1934,06,19.8,Y
IDCJAC0002,008050,1934,07,19.0,Y
IDCJAC0002,008050,1934,08,20.9,Y
IDCJAC0002,008050,1934,09,21.1,Y
IDCJAC0002,008050,1934,10,22.2,Y
IDCJAC0002,008050,1934,11,26.0,Y
IDCJAC0002,008050,1934,12,27.3,Y
IDCJAC0002,008050,1935,01,29.2,Y
IDCJAC0002,008050,1935,02,29.9,Y
IDCJAC0002,008050,1935,03,28.6,Y
IDCJAC0002,008050,1935,04,26.9,Y
IDCJAC0002,008050,1935,05,23.5,Y
IDCJAC0002,008050,1935,06,20.3,Y
IDCJAC0002,008050,1935,07,19.4,Y
IDCJAC0002,008050,1935,08,20.1,Y
IDCJAC0002,008050,1935,09,19.9,Y
IDCJAC0002,008050,1935,10,22.1,Y
IDCJAC0002,008050,1935,11,23.5,Y
IDCJAC0002,008050,1935,12,26.6,Y
IDCJAC0002,008050,1936,01,28.3,Y
IDCJAC0002,008050,1936,02,28.9,Y
IDCJAC0002,008050,1936,03,29.3,Y
IDCJAC0002,008050,1936,04,27.5,Y
IDCJAC0002,008050,1936,05,22.6,Y
IDCJAC0002,008050,1936,06,20.7,Y
IDCJAC0002,008050,1936,07,19.3,Y
IDCJAC0002,008050,1936,08,21.0,Y
IDCJAC0002,008050,1936,09,24.2,Y
IDCJAC0002,008050,1936,10,22.6,Y
IDCJAC0002,008050,1936,11,25.9,Y
IDCJAC0002,008050,1936,12,27.4,Y
IDCJAC0002,008050,1937,01,28.5,Y
IDCJAC0002,008050,1937,02,28.1,Y
IDCJAC0002,008050,1937,03,28.1,Y
IDCJAC0002,008050,1937,04,28.5,Y
IDCJAC0002,008050,1937,05,23.1,Y
IDCJAC0002,008050,1937,06,21.5,Y
IDCJAC0002,008050,1937,07,20.7,Y
IDCJAC0002,008050,1937,08,20.4,Y
IDCJAC0002,008050,1937,09,21.1,Y
IDCJAC0002,008050,1937,10,23.4,Y
IDCJAC0002,008050,1937,11,25.7,Y
IDCJAC0002,008050,1937,12,26.0,Y
IDCJAC0002,008050,1938,01,29.8,Y
IDCJAC0002,008050,1938,02,27.7,Y
IDCJAC0002,008050,1938,03,27.6,Y
IDCJAC0002,008050,1938,04,25.6,Y
IDCJAC0002,008050,1938,05,23.6,Y
IDCJAC0002,008050,1938,06,20.5,Y
IDCJAC0002,008050,1938,07,20.2,Y
IDCJAC0002,008050,1938,08,20.6,Y
IDCJAC0002,008050,1938,09,23.4,Y
IDCJAC0002,008050,1938,10,22.9,Y
IDCJAC0002,008050,1938,11,24.7,Y
IDCJAC0002,008050,1938,12,26.8,Y
IDCJAC0002,008050,1939,01,26.0,Y
IDCJAC0002,008050,1939,02,30.4,Y
IDCJAC0002,008050,1939,03,30.3,Y
IDCJAC0002,008050,1939,04,26.6,Y
IDCJAC0002,008050,1939,05,22.8,Y
IDCJAC0002,008050,1939,06,21.1,Y
IDCJAC0002,008050,1939,07,19.1,Y
IDCJAC0002,008050,1939,08,19.8,Y
IDCJAC0002,008050,1939,09,22.6,Y
IDCJAC0002,008050,1939,10,23.3,Y
IDCJAC0002,008050,1939,11,26.4,Y
IDCJAC0002,008050,1939,12,28.1,Y
IDCJAC0002,008050,1940,01,29.3,Y
IDCJAC0002,008050,1940,02,32.4,Y
IDCJAC0002,008050,1940,03,27.6,Y
IDCJAC0002,008050,1940,04,26.5,Y
IDCJAC0002,008050,1940,05,24.0,Y
IDCJAC0002,008050,1940,06,22.9,Y
IDCJAC0002,008050,1940,07,20.4,Y
IDCJAC0002,008050,1940,08,21.8,Y
IDCJAC0002,008050,1940,09,22.9,Y
IDCJAC0002,008050,1940,10,22.3,Y
IDCJAC0002,008050,1940,11,26.6,Y
IDCJAC0002,008050,1940,12,26.4,Y
IDCJAC0002,008050,1941,01,29.9,Y
IDCJAC0002,008050,1941,02,29.1,Y
IDCJAC0002,008050,1941,03,27.7,Y
IDCJAC0002,008050,1941,04,25.0,Y
IDCJAC0002,008050,1941,05,25.5,Y
IDCJAC0002,008050,1941,06,21.0,Y
IDCJAC0002,008050,1941,07,20.7,Y
IDCJAC0002,008050,1941,08,21.6,Y
IDCJAC0002,008050,1941,09,21.3,Y
IDCJAC0002,008050,1941,10,23.6,Y
IDCJAC0002,008050,1941,11,24.8,Y
IDCJAC0002,008050,1941,12,29.0,Y
IDCJAC0002,008050,1942,01,28.8,Y
IDCJAC0002,008050,1942,02,30.6,Y
IDCJAC0002,008050,1942,03,27.3,Y
IDCJAC0002,008050,1942,04,25.6,Y
IDCJAC0002,008050,1942,05,22.5,Y
IDCJAC0002,008050,1942,06,19.6,Y
IDCJAC0002,008050,1942,09,20.7,Y
IDCJAC0002,008050,1943,01,27.1,Y
IDCJAC0002,008050,1943,02,29.0,Y
IDCJAC0002,008050,1943,03,28.6,Y
IDCJAC0002,008050,1943,04,26.2,Y
IDCJAC0002,008050,1943,05,24.0,Y
IDCJAC0002,008050,1943,06,21.2,Y
IDCJAC0002,008050,1943,07,19.1,Y
IDCJAC0002,008050,1943,08,20.4,Y
IDCJAC0002,008050,1943,09,21.5,Y
IDCJAC0002,008050,1943,10,22.3,Y
IDCJAC0002,008050,1943,11,26.8,Y
IDCJAC0002,008050,1943,12,27.5,Y
IDCJAC0002,008050,1944,01,27.2,Y
IDCJAC0002,008050,1944,02,28.9,Y
IDCJAC0002,008050,1944,03,28.0,Y
IDCJAC0002,008050,1944,04,26.5,Y
IDCJAC0002,008050,1944,05,22.7,Y
IDCJAC0002,008050,1944,06,22.3,Y
IDCJAC0002,008050,1944,07,20.6,Y
IDCJAC0002,008050,1944,08,20.8,Y
IDCJAC0002,008050,1944,09,21.7,Y
IDCJAC0002,008050,1944,10,25.3,Y
IDCJAC0002,008050,1944,11,27.5,Y
IDCJAC0002,008050,1944,12,26.8,Y
IDCJAC0002,008050,1945,01,30.1,Y
IDCJAC0002,008050,1945,02,31.2,Y
IDCJAC0002,008050,1945,03,29.1,Y
IDCJAC0002,008050,1945,04,28.0,Y
IDCJAC0002,008050,1945,05,24.2,Y
IDCJAC0002,008050,1945,06,21.6,Y
IDCJAC0002,008050,1945,07,19.6,Y
IDCJAC0002,008050,1945,08,19.9,Y
IDCJAC0002,008050,1945,09,21.0,Y
IDCJAC0002,008050,1945,10,24.4,Y
IDCJAC0002,008050,1945,11,27.1,Y
IDCJAC0002,008050,1945,12,26.9,Y
IDCJAC0002,008050,1946,01,27.2,Y
IDCJAC0002,008050,1946,02,29.3,Y
IDCJAC0002,008050,1946,03,28.2,Y
IDCJAC0002,008050,1946,04,27.4,Y
IDCJAC0002,008050,1946,05,23.2,Y
IDCJAC0002,008050,1946,06,20.6,Y
IDCJAC0002,008050,1946,07,19.2,Y
IDCJAC0002,008050,1946,08,20.1,Y
IDCJAC0002,008050,1946,09,22.5,Y
IDCJAC0002,008050,1946,10,24.5,Y
IDCJAC0002,008050,1946,11,24.6,Y
IDCJAC0002,008050,1946,12,26.0,Y
IDCJAC0002,008050,1947,01,26.9,Y
IDCJAC0002,008050,1947,02,29.0,Y
IDCJAC0002,008050,1947,03,30.4,Y
IDCJAC0002,008050,1947,04,26.1,Y
IDCJAC0002,008050,1947,05,23.1,Y
IDCJAC0002,008050,1947,06,21.8,Y
IDCJAC0002,008050,1947,07,19.8,Y
IDCJAC0002,008050,1947,08,20.4,Y
IDCJAC0002,008050,1947,09,21.7,Y
IDCJAC0002,008050,1947,10,23.9,Y
IDCJAC0002,008050,1947,11,24.1,Y
IDCJAC0002,008050,1947,12,25.6,Y
IDCJAC0002,008050,1948,01,28.7,Y
IDCJAC0002,008050,1948,02,30.1,Y
IDCJAC0002,008050,1948,03,32.2,Y
IDCJAC0002,008050,1948,04,26.3,Y
IDCJAC0002,008050,1948,05,25.4,Y
IDCJAC0002,008050,1948,06,22.3,Y
IDCJAC0002,008050,1948,07,19.6,Y
IDCJAC0002,008050,1948,08,22.1,Y
IDCJAC0002,008050,1948,09,22.1,Y
IDCJAC0002,008050,1948,10,23.8,Y
IDCJAC0002,008050,1948,11,24.7,Y
IDCJAC0002,008050,1948,12,25.7,Y
IDCJAC0002,008050,1949,01,30.6,Y
IDCJAC0002,008050,1949,02,30.6,Y
IDCJAC0002,008050,1949,03,30.5,Y
IDCJAC0002,008050,1949,04,28.1,Y
IDCJAC0002,008050,1949,05,24.0,Y
IDCJAC0002,008050,1949,06,22.7,Y
IDCJAC0002,008050,1949,07,21.5,Y
IDCJAC0002,008050,1949,08,21.8,Y
IDCJAC0002,008050,1949,09,22.4,Y
IDCJAC0002,008050,1949,10,22.3,Y
IDCJAC0002,008050,1949,11,26.8,Y
IDCJAC0002,008050,1949,12,27.5,Y
IDCJAC0002,008050,1950,01,31.9,Y
IDCJAC0002,008050,1950,02,30.8,Y
IDCJAC0002,008050,1950,03,30.2,Y
IDCJAC0002,008050,1950,04,28.5,Y
IDCJAC0002,008050,1950,05,22.8,Y
IDCJAC0002,008050,1950,06,21.5,Y
IDCJAC0002,008050,1950,07,20.5,Y
IDCJAC0002,008050,1950,08,21.5,Y
IDCJAC0002,008050,1950,09,22.0,Y
IDCJAC0002,008050,1950,10,22.2,Y
IDCJAC0002,008050,1950,11,25.1,Y
IDCJAC0002,008050,1950,12,26.6,Y
IDCJAC0002,008050,1951,01,26.6,Y
IDCJAC0002,008050,1951,02,29.3,Y
IDCJAC0002,008050,1951,03,29.5,Y
IDCJAC0002,008050,1951,04,26.6,Y
IDCJAC0002,008050,1951,05,23.0,Y
IDCJAC0002,008050,1951,06,20.2,Y
IDCJAC0002,008050,1951,07,18.6,Y
IDCJAC0002,008050,1951,08,19.7,Y
IDCJAC0002,008050,1951,09,22.2,Y
IDCJAC0002,008050,1951,10,23.5,Y
IDCJAC0002,008050,1951,11,24.4,Y
IDCJAC0002,008050,1951,12,26.4,Y
IDCJAC0002,008050,1952,01,29.3,Y
IDCJAC0002,008050,1952,02,31.5,Y
IDCJAC0002,008050,1952,03,30.6,Y
IDCJAC0002,008050,1952,04,29.0,Y
IDCJAC0002,008050,1952,05,22.8,Y
IDCJAC0002,008050,1952,06,22.0,Y
IDCJAC0002,008050,1952,07,19.5,Y
IDCJAC0002,008050,1952,08,20.8,Y
IDCJAC0002,008050,1952,09,21.9,Y
IDCJAC0002,008050,1952,10,23.6,Y
IDCJAC0002,008050,1952,11,23.8,Y
IDCJAC0002,008050,1952,12,27.7,Y
IDCJAC0002,008050,1953,01,31.0,Y
IDCJAC0002,008050,1953,02,29.1,Y
IDCJAC0002,008050,1953,03,27.0,Y
IDCJAC0002,008050,1953,04,25.5,Y
IDCJAC0002,008050,1953,05,23.4,Y
IDCJAC0002,008050,1953,06,19.6,Y
IDCJAC0002,008050,1953,07,20.0,Y
IDCJAC0002,008050,1953,08,20.7,Y
IDCJAC0002,008050,1953,09,22.5,Y
IDCJAC0002,008050,1953,10,22.2,Y
