Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,009500,1886,10,15.5,Y
IDCJAC0002,009500,1886,11,18.7,Y
IDCJAC0002,009500,1886,12,19.6,Y
IDCJAC0002,009500,1887,01,19.7,Y
IDCJAC0002,009500,1887,02,19.8,Y
IDCJAC0002,009500,1887,03,18.6,Y
IDCJAC0002,009500,1887,04,18.1,Y
IDCJAC0002,009500,1887,05,15.9,Y
IDCJAC0002,009500,1887,06,13.3,Y
IDCJAC0002,009500,1887,07,13.8,Y
IDCJAC0002,009500,1887,08,14.3,Y
IDCJAC0002,009500,1887,09,15.1,Y
IDCJAC0002,009500,1887,10,17.6,Y
IDCJAC0002,009500,1887,11,19.2,Y
IDCJAC0002,009500,1887,12,22.4,Y
IDCJAC0002,009500,1888,01,21.7,Y
IDCJAC0002,009500,1888,02,21.4,Y
IDCJAC0002,009500,1888,03,22.2,Y
IDCJAC0002,009500,1888,04,19.3,Y
IDCJAC0002,009500,1888,05,16.8,Y
IDCJAC0002,009500,1888,06,14.7,Y
IDCJAC0002,009500,1888,07,13.9,Y
IDCJAC0002,009500,1888,08,14.2,Y
IDCJAC0002,009500,1888,09,15.3,Y
IDCJAC0002,009500,1888,10,17.7,Y
IDCJAC0002,009500,1888,11,21.8,Y
IDCJAC0002,009500,1888,12,22.4,Y
IDCJAC0002,009500,1889,01,22.7,Y
IDCJAC0002,009500,1889,02,21.8,Y
IDCJAC0002,009500,1889,03,20.8,Y
IDCJAC0002,009500,1889,04,19.5,Y
IDCJAC0002,009500,1889,05,15.9,Y
IDCJAC0002,009500,1889,06,13.4,Y
IDCJAC0002,009500,1889,07,12.7,Y
IDCJAC0002,009500,1889,08,13.0,Y
IDCJAC0002,009500,1889,09,13.9,Y
IDCJAC0002,009500,1889,10,15.3,Y
IDCJAC0002,009500,1889,11,17.1,Y
IDCJAC0002,009500,1889,12,19.5,Y
IDCJAC0002,009500,1890,01,20.6,Y
IDCJAC0002,009500,1890,02,20.8,Y
IDCJAC0002,009500,1890,03,19.9,Y
IDCJAC0002,009500,1890,04,19.0,Y
IDCJAC0002,009500,1890,05,16.8,Y
IDCJAC0002,009500,1890,06,13.9,Y
IDCJAC0002,009500,1890,07,12.4,Y
IDCJAC0002,009500,1890,08,13.1,Y
IDCJAC0002,009500,1890,09,14.6,Y
IDCJAC0002,009500,1890,10,14.8,Y
IDCJAC0002,009500,1890,11,18.0,Y
IDCJAC0002,009500,1890,12,19.7,Y
IDCJAC0002,009500,1891,01,19.7,Y
IDCJAC0002,009500,1891,02,21.2,Y
IDCJAC0002,009500,1891,03,21.7,Y
IDCJAC0002,009500,1891,04,20.6,Y
IDCJAC0002,009500,1891,05,17.7,Y
IDCJAC0002,009500,1891,06,14.9,Y
IDCJAC0002,009500,1891,07,14.9,Y
IDCJAC0002,009500,1891,08,15.3,Y
IDCJAC0002,009500,1891,09,15.4,Y
IDCJAC0002,009500,1891,10,16.4,Y
IDCJAC0002,009500,1891,11,20.7,Y
IDCJAC0002,009500,1891,12,21.4,Y
IDCJAC0002,009500,1892,01,21.3,Y
IDCJAC0002,009500,1892,02,23.0,Y
IDCJAC0002,009500,1892,03,20.3,Y
IDCJAC0002,009500,1892,04,20.3,Y
IDCJAC0002,009500,1892,05,18.2,Y
IDCJAC0002,009500,1892,06,15.4,Y
IDCJAC0002,009500,1892,07,15.2,Y
IDCJAC0002,009500,1892,08,15.4,Y
IDCJAC0002,009500,1892,09,16.9,Y
IDCJAC0002,009500,1892,10,16.9,Y
IDCJAC0002,009500,1892,11,19.5,Y
IDCJAC0002,009500,1892,12,22.8,Y
IDCJAC0002,009500,1893,01,21.7,Y
IDCJAC0002,009500,1893,02,22.4,Y
IDCJAC0002,009500,1893,03,22.3,Y
IDCJAC0002,009500,1893,04,19.5,Y
IDCJAC0002,009500,1893,05,17.5,Y
IDCJAC0002,009500,1893,06,15.0,Y
IDCJAC0002,009500,1893,07,15.6,Y
IDCJAC0002,009500,1893,08,15.9,Y
IDCJAC0002,009500,1893,09,17.2,Y
IDCJAC0002,009500,1893,10,18.2,Y
IDCJAC0002,009500,1893,11,19.3,Y
IDCJAC0002,009500,1893,12,22.2,Y
IDCJAC0002,009500,1894,01,22.5,Y
IDCJAC0002,009500,1894,02,22.2,Y
IDCJAC0002,009500,1894,03,22.1,Y
IDCJAC0002,009500,1894,04,21.9,Y
IDCJAC0002,009500,1894,05,18.4,Y
IDCJAC0002,009500,1894,06,17.1,Y
IDCJAC0002,009500,1894,07,15.7,Y
IDCJAC0002,009500,1894,08,16.4,Y
IDCJAC0002,009500,1894,09,17.5,Y
IDCJAC0002,009500,1894,10,21.1,Y
IDCJAC0002,009500,1894,11,19.8,Y
IDCJAC0002,009500,1894,12,22.5,Y
IDCJAC0002,009500,1895,01,21.9,Y
IDCJAC0002,009500,1895,02,20.9,Y
IDCJAC0002,009500,1895,03,22.9,Y
IDCJAC0002,009500,1895,04,19.2,Y
IDCJAC0002,009500,1895,05,19.3,Y
IDCJAC0002,009500,1895,06,17.4,Y
IDCJAC0002,009500,1895,07,15.8,Y
IDCJAC0002,009500,1895,08,17.9,Y
IDCJAC0002,009500,1895,09,17.5,Y
IDCJAC0002,009500,1895,10,18.1,Y
IDCJAC0002,009500,1895,11,21.3,Y
IDCJAC0002,009500,1895,12,23.4,Y
IDCJAC0002,009500,1896,01,24.4,Y
IDCJAC0002,009500,1896,02,23.0,Y
IDCJAC0002,009500,1896,03,21.8,Y
IDCJAC0002,009500,1896,04,20.9,Y
IDCJAC0002,009500,1896,05,19.4,Y
IDCJAC0002,009500,1896,06,18.3,Y
IDCJAC0002,009500,1896,07,16.0,Y
IDCJAC0002,009500,1896,08,17.6,Y
IDCJAC0002,009500,1896,09,17.8,Y
IDCJAC0002,009500,1896,10,20.8,Y
IDCJAC0002,009500,1896,11,20.3,Y
IDCJAC0002,009500,1896,12,21.3,Y
IDCJAC0002,009500,1897,01,22.6,Y
IDCJAC0002,009500,1897,02,22.1,Y
IDCJAC0002,009500,1897,03,22.0,Y
IDCJAC0002,009500,1897,04,21.0,Y
IDCJAC0002,009500,1897,05,18.5,Y
IDCJAC0002,009500,1897,06,16.6,Y
IDCJAC0002,009500,1897,07,17.1,Y
IDCJAC0002,009500,1897,08,16.3,Y
IDCJAC0002,009500,1897,09,18.4,Y
IDCJAC0002,009500,1897,10,18.2,Y
IDCJAC0002,009500,1897,11,21.1,Y
IDCJAC0002,009500,1897,12,21.6,Y
IDCJAC0002,009500,1898,01,22.9,Y
IDCJAC0002,009500,1898,02,23.5,Y
IDCJAC0002,009500,1898,03,22.7,Y
IDCJAC0002,009500,1898,04,21.1,Y
IDCJAC0002,009500,1898,05,19.7,Y
IDCJAC0002,009500,1898,06,16.1,Y
IDCJAC0002,009500,1898,07,16.9,Y
IDCJAC0002,009500,1898,08,17.7,Y
IDCJAC0002,009500,1898,09,18.7,Y
IDCJAC0002,009500,1898,10,19.2,Y
IDCJAC0002,009500,1898,11,20.2,Y
IDCJAC0002,009500,1898,12,22.7,Y
IDCJAC0002,009500,1899,01,22.9,Y
IDCJAC0002,009500,1899,02,23.2,Y
IDCJAC0002,009500,1899,03,22.7,Y
IDCJAC0002,009500,1899,04,20.1,Y
IDCJAC0002,009500,1899,05,18.7,Y
IDCJAC0002,009500,1899,06,16.8,Y
IDCJAC0002,009500,1899,07,16.8,Y
IDCJAC0002,009500,1899,08,16.9,Y
IDCJAC0002,009500,1899,09,17.1,Y
IDCJAC0002,009500,1899,10,19.1,Y
IDCJAC0002,009500,1899,11,19.7,Y
IDCJAC0002,009500,1899,12,22.8,Y
IDCJAC0002,009500,1900,01,21.8,Y
IDCJAC0002,009500,1900,02,23.8,Y
IDCJAC0002,009500,1900,03,20.7,Y
IDCJAC0002,009500,1900,04,19.1,Y
IDCJAC0002,009500,1900,05,17.8,Y
IDCJAC0002,009500,1900,06,16.2,Y
IDCJAC0002,009500,1900,07,15.7,Y
IDCJAC0002,009500,1900,08,14.8,Y
IDCJAC0002,009500,1900,09,17.0,Y
IDCJAC0002,009500,1900,10,18.6,Y
IDCJAC0002,009500,1900,11,20.6,Y
IDCJAC0002,009500,1900,12,22.4,Y
IDCJAC0002,009500,1901,01,23.8,Y
IDCJAC0002,009500,1901,02,23.5,Y
IDCJAC0002,009500,1901,03,22.3,Y
IDCJAC0002,009500,1901,04,20.9,Y
IDCJAC0002,009500,1901,05,19.1,Y
IDCJAC0002,009500,1901,06,15.8,Y
IDCJAC0002,009500,1901,07,16.3,Y
IDCJAC0002,009500,1901,08,16.6,Y
IDCJAC0002,009500,1901,09,17.4,Y
IDCJAC0002,009500,1901,10,18.9,Y
IDCJAC0002,009500,1901,11,21.3,Y
IDCJAC0002,009500,1901,12,21.4,Y
IDCJAC0002,009500,1902,01,21.2,Y
IDCJAC0002,009500,1902,02,21.8,Y
IDCJAC0002,009500,1902,03,23.1,Y
IDCJAC0002,009500,1902,04,22.1,Y
IDCJAC0002,009500,1902,05,18.9,Y
IDCJAC0002,009500,1902,06,16.6,Y
IDCJAC0002,009500,1902,07,15.3,Y
IDCJAC0002,009500,1902,08,17.2,Y
IDCJAC0002,009500,1902,09,17.4,Y
IDCJAC0002,009500,1902,10,17.9,Y
IDCJAC0002,009500,1902,11,20.2,Y
IDCJAC0002,009500,1902,12,21.1,Y
IDCJAC0002,009500,1903,01,23.1,Y
IDCJAC0002,009500,1903,02,22.5,Y
IDCJAC0002,009500,1903,03,21.4,Y
IDCJAC0002,009500,1903,04,18.2,Y
IDCJAC0002,009500,1903,05,18.1,Y
IDCJAC0002,009500,1903,06,16.6,Y
IDCJAC0002,009500,1903,07,14.6,Y
IDCJAC0002,009500,1903,08,16.1,Y
IDCJAC0002,009500,1903,09,16.7,Y
IDCJAC0002,009500,1903,10,17.3,Y
IDCJAC0002,009500,1903,11,19.8,Y
IDCJAC0002,009500,1903,12,21.3,Y
IDCJAC0002,009500,1904,01,23.1,Y
IDCJAC0002,009500,1904,02,22.7,Y
IDCJAC0002,009500,1904,03,22.9,Y
IDCJAC0002,009500,1904,04,21.7,Y
IDCJAC0002,009500,1904,05,17.9,Y
IDCJAC0002,009500,1904,06,16.7,Y
IDCJAC0002,009500,1904,07,15.4,Y
IDCJAC0002,009500,1904,08,16.9,Y
IDCJAC0002,009500,1904,09,17.1,Y
IDCJAC0002,009500,1904,10,18.6,Y
IDCJAC0002,009500,1904,11,20.6,Y
IDCJAC0002,009500,1904,12,22.4,Y
IDCJAC0002,009500,1905,01,22.8,Y
IDCJAC0002,009500,1905,02,21.6,Y
IDCJAC0002,009500,1905,03,20.9,Y
IDCJAC0002,009500,1905,04,21.1,Y
IDCJAC0002,009500,1905,05,18.2,Y
IDCJAC0002,009500,1905,06,16.2,Y
IDCJAC0002,009500,1905,07,15.9,Y
IDCJAC0002,009500,1905,08,15.0,Y
IDCJAC0002,009500,1905,09,15.7,Y
IDCJAC0002,009500,1905,10,17.3,Y
IDCJAC0002,009500,1905,11,20.2,Y
IDCJAC0002,009500,1905,12,22.5,Y
IDCJAC0002,009500,1906,01,23.9,Y
IDCJAC0002,009500,1906,02,24.4,Y
IDCJAC0002,009500,1906,03,22.7,Y
IDCJAC0002,009500,1906,04,21.8,Y
IDCJAC0002,009500,1906,05,18.2,Y
IDCJAC0002,009500,1906,06,16.3,Y
IDCJAC0002,009500,1906,07,14.7,Y
IDCJAC0002,009500,1906,08,16.1,Y
IDCJAC0002,009500,1906,09,15.8,Y
IDCJAC0002,009500,1906,10,19.4,Y
IDCJAC0002,009500,1906,11,19.9,Y
IDCJAC0002,009500,1906,12,22.8,Y
IDCJAC0002,009500,1907,01,23.3,Y
IDCJAC0002,009500,1907,02,24.5,Y
IDCJAC0002,009500,1907,03,23.0,Y
IDCJAC0002,009500,1907,04,21.1,Y
IDCJAC0002,009500,1907,05,20.5,Y
IDCJAC0002,009500,1907,06,17.8,Y
IDCJAC0002,009500,1907,07,16.6,Y
IDCJAC0002,009500,1907,08,17.5,Y
IDCJAC0002,009500,1907,09,17.7,Y
IDCJAC0002,009500,1907,10,18.3,Y
IDCJAC0002,009500,1907,11,20.0,Y
IDCJAC0002,009500,1907,12,20.9,Y
IDCJAC0002,009500,1908,01,23.1,Y
IDCJAC0002,009500,1908,02,22.2,Y
IDCJAC0002,009500,1908,03,21.6,Y
IDCJAC0002,009500,1908,04,21.1,Y
IDCJAC0002,009500,1908,05,19.4,Y
IDCJAC0002,009500,1908,06,15.8,Y
IDCJAC0002,009500,1908,07,17.2,Y
IDCJAC0002,009500,1908,08,16.6,Y
IDCJAC0002,009500,1908,09,17.7,Y
IDCJAC0002,009500,1908,10,19.1,Y
IDCJAC0002,009500,1908,11,21.0,Y
IDCJAC0002,009500,1908,12,22.1,Y
IDCJAC0002,009500,1909,01,23.7,Y
IDCJAC0002,009500,1909,02,24.3,Y
IDCJAC0002,009500,1909,03,21.7,Y
IDCJAC0002,009500,1909,04,19.6,Y
IDCJAC0002,009500,1909,05,19.0,Y
IDCJAC0002,009500,1909,06,17.2,Y
IDCJAC0002,009500,1909,07,15.6,Y
IDCJAC0002,009500,1909,08,15.8,Y
IDCJAC0002,009500,1909,09,19.0,Y
IDCJAC0002,009500,1909,10,19.1,Y
IDCJAC0002,009500,1909,11,20.0,Y
IDCJAC0002,009500,1909,12,24.6,Y
IDCJAC0002,009500,1910,01,24.1,Y
IDCJAC0002,009500,1910,02,25.2,Y
IDCJAC0002,009500,1910,03,24.3,Y
IDCJAC0002,009500,1910,04,23.8,Y
IDCJAC0002,009500,1910,05,18.4,Y
IDCJAC0002,009500,1910,06,16.3,Y
IDCJAC0002,009500,1910,07,15.2,Y
IDCJAC0002,009500,1910,08,17.1,Y
IDCJAC0002,009500,1910,09,17.9,Y
IDCJAC0002,009500,1910,10,18.4,Y
IDCJAC0002,009500,1910,11,20.0,Y
IDCJAC0002,009500,1910,12,21.7,Y
IDCJAC0002,009500,1911,01,25.7,Y
IDCJAC0002,009500,1911,02,25.4,Y
IDCJAC0002,009500,1911,03,22.9,Y
IDCJAC0002,009500,1911,04,21.8,Y
IDCJAC0002,009500,1911,05,18.7,Y
IDCJAC0002,009500,1911,06,17.1,Y
IDCJAC0002,009500,1911,07,15.4,Y
IDCJAC0002,009500,1911,08,15.8,Y
IDCJAC0002,009500,1911,09,16.5,Y
IDCJAC0002,009500,1911,10,17.9,Y
IDCJAC0002,009500,1911,11,21.5,Y
IDCJAC0002,009500,1911,12,20.9,Y
IDCJAC0002,009500,1912,01,23.9,Y
IDCJAC0002,009500,1912,02,24.6,Y
IDCJAC0002,009500,1912,03,22.3,Y
IDCJAC0002,009500,1912,04,21.8,Y
IDCJAC0002,009500,1912,05,19.4,Y
IDCJAC0002,009500,1912,06,17.2,Y
IDCJAC0002,009500,1912,07,15.8,Y
IDCJAC0002,009500,1912,08,16.9,Y
IDCJAC0002,009500,1912,09,16.9,Y
IDCJAC0002,009500,1912,10,18.2,Y
IDCJAC0002,009500,1912,11,19.5,Y
IDCJAC0002,009500,1912,12,22.0,Y
IDCJAC0002,009500,1913,01,22.8,Y
IDCJAC0002,009500,1913,02,22.5,Y
IDCJAC0002,009500,1913,03,21.0,Y
IDCJAC0002,009500,1913,04,19.5,Y
IDCJAC0002,009500,1913,05,19.5,Y
IDCJAC0002,009500,1913,06,17.4,Y
IDCJAC0002,009500,1913,07,16.6,Y
IDCJAC0002,009500,1913,08,15.9,Y
IDCJAC0002,009500,1913,09,17.9,Y
IDCJAC0002,009500,1913,10,18.9,Y
IDCJAC0002,009500,1913,11,21.0,Y
IDCJAC0002,009500,1913,12,21.5,Y
IDCJAC0002,009500,1914,01,22.3,Y
IDCJAC0002,009500,1914,02,22.7,Y
IDCJAC0002,009500,1914,03,21.1,Y
IDCJAC0002,009500,1914,04,19.6,Y
IDCJAC0002,009500,1914,05,17.6,Y
IDCJAC0002,009500,1914,06,16.9,Y
IDCJAC0002,009500,1914,07,15.6,Y
IDCJAC0002,009500,1914,08,18.3,Y
IDCJAC0002,009500,1914,09,18.7,Y
IDCJAC0002,009500,1914,10,21.6,Y
IDCJAC0002,009500,1914,11,20.8,Y
IDCJAC0002,009500,1914,12,21.9,Y
IDCJAC0002,009500,1915,01,23.8,Y
IDCJAC0002,009500,1915,02,23.8,Y
IDCJAC0002,009500,1915,03,22.3,Y
IDCJAC0002,009500,1915,04,21.6,Y
IDCJAC0002,009500,1915,05,19.1,Y
IDCJAC0002,009500,1915,06,17.6,Y
IDCJAC0002,009500,1915,07,16.5,Y
IDCJAC0002,009500,1915,08,16.3,Y
IDCJAC0002,009500,1915,09,16.0,Y
IDCJAC0002,009500,1915,10,18.5,Y
IDCJAC0002,009500,1915,11,21.2,Y
IDCJAC0002,009500,1915,12,22.9,Y
IDCJAC0002,009500,1916,01,22.9,Y
IDCJAC0002,009500,1916,02,23.6,Y
IDCJAC0002,009500,1916,03,23.3,Y
IDCJAC0002,009500,1916,04,21.6,Y
IDCJAC0002,009500,1916,05,20.3,Y
IDCJAC0002,009500,1916,06,16.0,Y
IDCJAC0002,009500,1916,07,15.2,Y
IDCJAC0002,009500,1916,08,16.3,Y
IDCJAC0002,009500,1916,09,18.6,Y
IDCJAC0002,009500,1916,10,18.8,Y
IDCJAC0002,009500,1916,11,20.5,Y
IDCJAC0002,009500,1916,12,22.3,Y
IDCJAC0002,009500,1917,01,23.1,Y
IDCJAC0002,009500,1917,02,23.2,Y
IDCJAC0002,009500,1917,03,20.8,Y
IDCJAC0002,009500,1917,04,21.5,Y
IDCJAC0002,009500,1917,05,17.5,Y
IDCJAC0002,009500,1917,06,16.4,Y
IDCJAC0002,009500,1917,07,16.1,Y
IDCJAC0002,009500,1917,08,16.1,Y
IDCJAC0002,009500,1917,09,16.8,Y
IDCJAC0002,009500,1917,10,18.0,Y
IDCJAC0002,009500,1917,11,20.9,Y
IDCJAC0002,009500,1917,12,23.6,Y
IDCJAC0002,009500,1918,01,24.1,Y
IDCJAC0002,009500,1918,02,22.1,Y
IDCJAC0002,009500,1918,03,22.8,Y
IDCJAC0002,009500,1918,04,22.7,Y
IDCJAC0002,009500,1918,05,19.4,Y
IDCJAC0002,009500,1918,06,17.9,Y
IDCJAC0002,009500,1918,07,17.8,Y
IDCJAC0002,009500,1918,08,17.1,Y
IDCJAC0002,009500,1918,09,19.4,Y
IDCJAC0002,009500,1918,10,19.6,Y
IDCJAC0002,009500,1918,11,22.5,Y
IDCJAC0002,009500,1918,12,23.7,Y
IDCJAC0002,009500,1919,01,23.9,Y
IDCJAC0002,009500,1919,02,23.9,Y
IDCJAC0002,009500,1919,03,23.8,Y
IDCJAC0002,009500,1919,04,21.9,Y
IDCJAC0002,009500,1919,05,19.5,Y
IDCJAC0002,009500,1919,06,17.1,Y
IDCJAC0002,009500,1919,07,17.1,Y
IDCJAC0002,009500,1919,08,16.8,Y
IDCJAC0002,009500,1919,09,17.8,Y
IDCJAC0002,009500,1919,10,18.2,Y
IDCJAC0002,009500,1919,11,21.2,Y
IDCJAC0002,009500,1919,12,21.9,Y
IDCJAC0002,009500,1920,01,25.3,Y
IDCJAC0002,009500,1920,02,24.2,Y
IDCJAC0002,009500,1920,03,23.8,Y
IDCJAC0002,009500,1920,04,22.8,Y
IDCJAC0002,009500,1920,05,19.0,Y
IDCJAC0002,009500,1920,06,16.2,Y
IDCJAC0002,009500,1920,07,15.8,Y
IDCJAC0002,009500,1920,08,15.8,Y
IDCJAC0002,009500,1920,09,18.2,Y
IDCJAC0002,009500,1920,10,20.8,Y
IDCJAC0002,009500,1920,11,22.5,Y
IDCJAC0002,009500,1920,12,23.4,Y
IDCJAC0002,009500,1921,01,24.4,Y
IDCJAC0002,009500,1921,02,26.4,Y
IDCJAC0002,009500,1921,03,25.6,Y
IDCJAC0002,009500,1921,04,22.8,Y
IDCJAC0002,009500,1921,05,19.2,Y
IDCJAC0002,009500,1921,06,18.8,Y
IDCJAC0002,009500,1921,07,17.7,Y
IDCJAC0002,009500,1921,08,17.6,Y
IDCJAC0002,009500,1921,09,17.6,Y
IDCJAC0002,009500,1921,10,18.7,Y
IDCJAC0002,009500,1921,11,21.1,Y
IDCJAC0002,009500,1921,12,22.0,Y
IDCJAC0002,009500,1922,01,23.2,Y
IDCJAC0002,009500,1922,02,23.4,Y
IDCJAC0002,009500,1922,03,24.1,Y
IDCJAC0002,009500,1922,04,22.0,Y
IDCJAC0002,009500,1922,05,18.5,Y
IDCJAC0002,009500,1922,06,16.3,Y
IDCJAC0002,009500,1922,07,15.1,Y
IDCJAC0002,009500,1922,08,17.2,Y
IDCJAC0002,009500,1922,09,18.0,Y
IDCJAC0002,009500,1922,10,19.1,Y
IDCJAC0002,009500,1922,11,21.0,Y
IDCJAC0002,009500,1922,12,21.4,Y
IDCJAC0002,009500,1923,01,22.9,Y
IDCJAC0002,009500,1923,02,25.4,Y
IDCJAC0002,009500,1923,03,23.8,Y
IDCJAC0002,009500,1923,04,21.9,Y
IDCJAC0002,009500,1923,05,19.0,Y
IDCJAC0002,009500,1923,06,16.3,Y
IDCJAC0002,009500,1923,07,16.6,Y
IDCJAC0002,009500,1923,08,16.9,Y
IDCJAC0002,009500,1923,09,17.0,Y
IDCJAC0002,009500,1923,10,18.6,Y
IDCJAC0002,009500,1923,11,20.8,Y
IDCJAC0002,009500,1923,12,21.3,Y
IDCJAC0002,009500,1924,01,23.5,Y
IDCJAC0002,009500,1924,02,23.0,Y
IDCJAC0002,009500,1924,03,21.8,Y
IDCJAC0002,009500,1924,04,22.3,Y
IDCJAC0002,009500,1924,05,20.6,Y
IDCJAC0002,009500,1924,06,17.8,Y
IDCJAC0002,009500,1924,07,17.7,Y
IDCJAC0002,009500,1924,08,16.7,Y
IDCJAC0002,009500,1924,09,16.7,Y
IDCJAC0002,009500,1924,10,17.7,Y
IDCJAC0002,009500,1924,11,19.9,Y
IDCJAC0002,009500,1924,12,22.0,Y
IDCJAC0002,009500,1925,01,22.7,Y
IDCJAC0002,009500,1925,02,22.7,Y
IDCJAC0002,009500,1925,03,22.3,Y
IDCJAC0002,009500,1925,04,20.0,Y
IDCJAC0002,009500,1925,05,18.5,Y
IDCJAC0002,009500,1925,06,17.1,Y
IDCJAC0002,009500,1925,07,15.3,Y
IDCJAC0002,009500,1925,08,15.5,Y
IDCJAC0002,009500,1925,09,17.8,Y
IDCJAC0002,009500,1925,10,17.0,Y
IDCJAC0002,009500,1925,11,21.9,Y
IDCJAC0002,009500,1925,12,23.0,Y
IDCJAC0002,009500,1926,01,23.9,Y
IDCJAC0002,009500,1926,02,23.3,Y
IDCJAC0002,009500,1926,03,21.2,Y
IDCJAC0002,009500,1926,04,19.7,Y
IDCJAC0002,009500,1926,05,18.5,Y
IDCJAC0002,009500,1926,06,16.7,Y
IDCJAC0002,009500,1926,07,15.2,Y
IDCJAC0002,009500,1926,08,15.0,Y
IDCJAC0002,009500,1926,09,17.4,Y
IDCJAC0002,009500,1926,10,18.8,Y
IDCJAC0002,009500,1926,11,20.3,Y
IDCJAC0002,009500,1926,12,20.7,Y
IDCJAC0002,009500,1927,01,21.3,Y
IDCJAC0002,009500,1927,02,22.2,Y
IDCJAC0002,009500,1927,03,19.7,Y
IDCJAC0002,009500,1927,04,22.5,Y
IDCJAC0002,009500,1927,05,18.5,Y
IDCJAC0002,009500,1927,06,15.6,Y
IDCJAC0002,009500,1927,07,14.9,Y
IDCJAC0002,009500,1927,08,16.6,Y
IDCJAC0002,009500,1927,09,17.7,Y
IDCJAC0002,009500,1927,10,19.0,Y
IDCJAC0002,009500,1927,11,21.4,Y
IDCJAC0002,009500,1927,12,22.8,Y
IDCJAC0002,009500,1928,01,21.6,Y
IDCJAC0002,009500,1928,02,22.0,Y
IDCJAC0002,009500,1928,03,22.2,Y
