Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0002,008050,1931,31.2,27.9,29.8,26.0,21.2,18.8,19.4,19.9,20.2,24.6,27.9,31.5,24.9
IDCJAC0002,008050,1932,29.4,31.1,28.8,26.2,24.5,20.8,20.0,19.4,21.3,24.1,25.3,27.7,24.9
IDCJAC0002,008050,1933,29.5,30.9,28.8,28.6,23.2,21.4,19.5,20.8,22.5,23.2,29.1,29.3,25.6
IDCJAC0002,008050,1934,30.2,30.9,29.7,25.6,25.3,19.8,19.0,20.9,21.1,22.2,26.0,27.3,24.8
IDCJAC0002,008050,1935,29.2,29.9,28.6,26.9,23.5,20.3,19.4,20.1,19.9,22.1,23.5,26.6,24.2
IDCJAC0002,008050,1936,28.3,28.9,29.3,27.5,22.6,20.7,19.3,21.0,24.2,22.6,25.9,27.4,24.8
IDCJAC0002,008050,1937,28.5,28.1,28.1,28.5,23.1,21.5,20.7,20.4,21.1,23.4,25.7,26.0,24.6
IDCJAC0002,008050,1938,29.8,27.7,27.6,25.6,23.6,20.5,20.2,20.6,23.4,22.9,24.7,26.8,24.4
IDCJAC0002,008050,1939,26.0,30.4,30.3,26.6,22.8,21.1,19.1,19.8,22.6,23.3,26.4,28.1,24.7
IDCJAC0002,008050,1940,29.3,32.4,27.6,26.5,24.0,22.9,20.4,21.8,22.9,22.3,26.6,26.4,25.3
IDCJAC0002,008050,1941,29.9,29.1,27.7,25.0,25.5,21.0,20.7,21.6,21.3,23.6,24.8,29.0,24.9
IDCJAC0002,008050,1942,28.8,30.6,27.3,25.6,22.5,19.6,null,null,20.7,null,null,null,null
IDCJAC0002,008050,1943,27.1,29.0,28.6,26.2,24.0,21.2,19.1,20.4,21.5,22.3,26.8,27.5,24.5
IDCJAC0002,008050,1944,27.2,28.9,28.0,26.5,22.7,22.3,20.6,20.8,21.7,25.3,27.5,26.8,24.9
IDCJAC0002,008050,1945,30.1,31.2,29.1,28.0,24.2,21.6,19.6,19.9,21.0,24.4,27.1,26.9,25.3
IDCJAC0002,008050,1946,27.2,29.3,28.2,27.4,23.2,20.6,19.2,20.1,22.5,24.5,24.6,26.0,24.4
IDCJAC0002,008050,1947,26.9,29.0,30.4,26.1,23.1,21.8,19.8,20.4,21.7,23.9,24.1,25.6,24.4
IDCJAC0002,008050,1948,28.7,30.1,32.2,26.3,25.4,22.3,19.6,22.1,22.1,23.8,24.7,25.7,25.3
IDCJAC0002,008050,1949,30.6,30.6,30.5,28.1,24.0,22.7,21.5,21.8,22.4,22.3,26.8,27.5,25.7
IDCJAC0002,008050,1950,31.9,30.8,30.2,28.5,22.8,21.5,20.5,21.5,22.0,22.2,25.1,26.6,25.3
IDCJAC0002,008050,1951,26.6,29.3,29.5,26.6,23.0,20.2,18.6,19.7,22.2,23.5,24.4,26.4,24.2
IDCJAC0002,008050,1952,29.3,31.5,30.6,29.0,22.8,22.0,19.5,20.8,21.9,23.6,23.8,27.7,25.2
IDCJAC0002,008050,1953,31.0,29.1,27.0,25.5,23.4,19.6,20.0,20.7,22.5,22.2,null,null,null
